node,ms-uri,node-structure,msItem-id,structure-id,xpath
"<bibl >Add. 12,147<ptr target='http://syriaca.org/manuscript/22'></ptr></bibl>",http://syriaca.org/manuscript/24,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[2]
"<bibl >Add. 12,148<ptr target='http://syriaca.org/manuscript/23'></ptr>,<citedRange unit='locus'>fol. 233 b</citedRange></bibl>",http://syriaca.org/manuscript/24,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/additions/list/item[1]/p[1]/bibl
"<bibl >Add. 12,174, no. 41</bibl>",http://syriaca.org/manuscript/421,<bibl >CDATA</bibl>,a1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note[2]/bibl
"<bibl >Add. 14,578, no. 23.</bibl>",http://syriaca.org/manuscript/421,<bibl >CDATA</bibl>,a6,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/note[1]/bibl
"<bibl >Add. 17,188<ptr target='http://syriaca.org/manuscript/842'></ptr><citedRange unit='locus'>54a</citedRange></bibl>",http://syriaca.org/manuscript/176,<bibl >CDATA<ptr target='VALUE'></ptr><citedRange unit='VALUE'>CDATA</citedRange></bibl>,b17,structure-16,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[17]/note/bibl[1]
"<bibl >Add. 14,490<ptr target='http://syriaca.org/manuscript/180'></ptr></bibl>",http://syriaca.org/manuscript/176,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/handDesc/handNote[2]/desc/bibl[1]
"<bibl >Add. 17,127<ptr target='http://syriaca.org/manuscript/756'></ptr></bibl>",http://syriaca.org/manuscript/176,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/handDesc/handNote[2]/desc/bibl[2]
"<bibl >Add. 14,485<ptr target='http://syriaca.org/manuscript/175'></ptr><citedRange unit='locus'>68b</citedRange></bibl>",http://syriaca.org/manuscript/176,<bibl >CDATA<ptr target='VALUE'></ptr><citedRange unit='VALUE'>CDATA</citedRange></bibl>,,structure-16,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/additions/list/item[2]/p[1]/bibl
"<bibl >Add. 14,485<ptr target='http://syriaca.org/manuscript/175'></ptr><citedRange unit='locus'>121b</citedRange></bibl>",http://syriaca.org/manuscript/176,<bibl >CDATA<ptr target='VALUE'></ptr><citedRange unit='VALUE'>CDATA</citedRange></bibl>,,structure-16,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/additions/list/item[5]/p[1]/bibl
"<bibl >Add. 7202, fol. 1 a; the Journal of Sacred Literature, vol. vi (new series), January 1865, p. 465</bibl>",http://syriaca.org/manuscript/87,<bibl >CDATA</bibl>,,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/additions/list/item[2]/p[1]/bibl[1]
"<bibl >Add. 17,102,<citedRange unit='pp'>fol. 59 b</citedRange><ptr target='http://syriaca.org/manuscript/729'></ptr></bibl>",http://syriaca.org/manuscript/87,<bibl >CDATA<citedRange unit='VALUE'>CDATA</citedRange><ptr target='VALUE'></ptr></bibl>,,structure-21,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/additions/list/item[3]/p[1]/bibl
"<bibl >[Wright] Add. 17,163, fol. 23b</bibl>",http://syriaca.org/manuscript/323,<bibl >CDATA</bibl>,c1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[1]/listBibl/bibl[2]
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/809'>Add. 17163, fol. 22a</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/323,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,c5,structure-6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[5]/listBibl/bibl
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/809'>See Add. 17,163, fol. 10a</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/323,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,c15,structure-6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[15]/listBibl/bibl
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/809'>Add. 17,163, fol. 35 a</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/323,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,c19,structure-6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[19]/listBibl/bibl[2]
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/809'>see Add. 17,163, fol. 43 a</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/323,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,c20,structure-6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[20]/listBibl/bibl
"<bibl ><idno ref='http://syriaca.org/manuscript/318'>Add. 14,582, fol. 189 a</idno></bibl>",http://syriaca.org/manuscript/323,<bibl ><idno ref='VALUE'>CDATA</idno></bibl>,,structure-23,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/additions/list/item[2]/p/bibl
"<bibl >Add. 14,732, fol. 154 a</bibl>",http://syriaca.org/manuscript/364,<bibl >CDATA</bibl>,a4,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/note/bibl
"<bibl >Add. 14,496, lower text 1<ptr target='http://syriaca.org/manuscript/1431'></ptr></bibl>",http://syriaca.org/manuscript/186,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[1]
"<bibl >Add. 14,496, lower text 2<ptr target='http://syriaca.org/manuscript/1432'></ptr></bibl>",http://syriaca.org/manuscript/186,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[2]
"<bibl >Add. 14,496, lower text 3<ptr target='http://syriaca.org/manuscript/1433'></ptr></bibl>",http://syriaca.org/manuscript/186,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[3]
"<bibl >Add. 14,496, upper text<ptr target='http://syriaca.org/manuscript/1430'></ptr></bibl>",http://syriaca.org/manuscript/186,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl
"<bibl >Add. 14,496, upper text<ptr target='http://syriaca.org/manuscript/1430'></ptr></bibl>",http://syriaca.org/manuscript/186,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/p/bibl
"<bibl >Add. 14,496, upper text<ptr target='http://syriaca.org/manuscript/1430'></ptr></bibl>",http://syriaca.org/manuscript/186,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/physDesc/p/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 12,174</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/70</idno></altIdentifier></msIdentifier></bibl>",http://syriaca.org/manuscript/643,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier></bibl>,b1,structure-4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/note/listBibl/bibl
"<bibl >Add. 17,170<ptr target='http://syriaca.org/manuscript/820'></ptr>, fol.<citedRange unit='locus'>14 a</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p1a2,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[2]/note/bibl
"<bibl >Add. 14,624<ptr target='http://syriaca.org/manuscript/364'></ptr>, no.<citedRange >4</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p1a5,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[5]/note/bibl
"<bibl >Add. 14,649<ptr target='http://syriaca.org/manuscript/416'></ptr>, no.<citedRange >3</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p1a10,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[10]/note/bibl
"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>, no.<citedRange >43</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p1a11,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[11]/note/bibl
"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>, no.<citedRange >34</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p2a4,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[4]/note/bibl
"<bibl >Add. 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, no.<citedRange >4</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p3b5,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/msItem[1]/note/bibl
"<bibl >Add. 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, no.<citedRange >13</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p3b7,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/msItem[3]/note/bibl
"<bibl >Add. 14,649<ptr target='http://syriaca.org/manuscript/416'></ptr>, no.<citedRange >23</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p3a10,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[10]/note/bibl
"<bibl >Add.
                                       14,728, foll. 138—207</bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA</bibl>,,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/p/bibl
"<bibl >Add.
                                       14,728, foll. 138—207</bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA</bibl>,,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 14,633<ptr target='http://syriaca.org/manuscript/383'></ptr>, no.<citedRange >12</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p4b1,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem[2]/msItem[1]/note/bibl
"<bibl >Add. 14,633<ptr target='http://syriaca.org/manuscript/383'></ptr>, no.<citedRange >13</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p4b2,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem[2]/msItem[2]/note/bibl
"<bibl >Add. 14,633<ptr target='http://syriaca.org/manuscript/383'></ptr>, no.<citedRange >52</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p4b3,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem[2]/msItem[3]/note/bibl
"<bibl >Add. 14,632<ptr target='http://syriaca.org/manuscript/382'></ptr>, no.<citedRange >60</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p4b4,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem[2]/msItem[4]/note/bibl
"<bibl >Add. 14,632<ptr target='http://syriaca.org/manuscript/382'></ptr>, no.<citedRange >66</citedRange></bibl>",http://syriaca.org/manuscript/623,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p4b5,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem[2]/msItem[5]/note/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 12,138</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/10</idno></altIdentifier></msIdentifier></bibl>",http://syriaca.org/manuscript/526,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier></bibl>,p1a1,structure-4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/note[2]/listBibl/bibl
"<bibl >Add. 14,459 fol. 12, lower text<ptr target='http://syriaca.org/manuscript/1577'></ptr></bibl>",http://syriaca.org/manuscript/132,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl[1]
"<bibl >Add. 14,459 fol. 12, upper text<ptr target='http://syriaca.org/manuscript/1171'></ptr></bibl>",http://syriaca.org/manuscript/132,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/p/bibl
"<bibl >Add. 14,459 fol. 74, lower text<ptr target='http://syriaca.org/manuscript/1578'></ptr></bibl>",http://syriaca.org/manuscript/132,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/physDesc/p/bibl
"<bibl >Add. 14,459 fol. 74, upper text<ptr target='http://syriaca.org/manuscript/1172'></ptr></bibl>",http://syriaca.org/manuscript/132,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/physDesc/p/bibl
"<bibl >Add. 14,699<ptr target='http://syriaca.org/manuscript/565'></ptr></bibl>",http://syriaca.org/manuscript/566,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/title/bibl
"<bibl >Add. 14,699<ptr target='http://syriaca.org/manuscript/565'></ptr></bibl>",http://syriaca.org/manuscript/566,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/handDesc/handNote[1]/desc/bibl
"<bibl >Add. 14,699<ptr target='http://syriaca.org/manuscript/565'></ptr><citedRange unit='locus'>fol.136a</citedRange></bibl>",http://syriaca.org/manuscript/566,<bibl >CDATA<ptr target='VALUE'></ptr><citedRange unit='VALUE'>CDATA</citedRange></bibl>,,structure-16,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/additions/list/item/p[1]/bibl
"<bibl >Add. 14,683<ptr target='http://syriaca.org/manuscript/539'></ptr></bibl>",http://syriaca.org/manuscript/538,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/handDesc/handNote[1]/desc/bibl
"<bibl >Add. 17,184<ptr target='http://syriaca.org/manuscript/838'></ptr>, no.<citedRange >1, b</citedRange></bibl>",http://syriaca.org/manuscript/874,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p6a1,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msContents/msItem[1]/note/bibl
"<bibl >Add. 12,163<ptr target='http://syriaca.org/manuscript/1225'></ptr>, fol.<citedRange unit='locus'>241 b</citedRange></bibl>",http://syriaca.org/manuscript/874,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p14b1,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[14]/msContents/msItem[2]/msItem[1]/note/bibl
"<bibl >Add. 12,163<ptr target='http://syriaca.org/manuscript/1225'></ptr>, fol.<citedRange unit='locus'>262 a</citedRange></bibl>",http://syriaca.org/manuscript/874,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p14b2,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[14]/msContents/msItem[2]/msItem[2]/note/bibl
"<bibl >Add. 12,163<ptr target='http://syriaca.org/manuscript/1225'></ptr>, fol.<citedRange unit='locus'>280 b</citedRange></bibl>",http://syriaca.org/manuscript/874,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p14b3,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[14]/msContents/msItem[2]/msItem[3]/note/bibl
"<bibl >Add. 17,175<ptr target='http://syriaca.org/manuscript/827'></ptr>, fol.<citedRange unit='folio'>230 b</citedRange></bibl>",http://syriaca.org/manuscript/874,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p14b5,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[14]/msContents/msItem[3]/msItem[2]/note/bibl
"<bibl >Add. 14,623<ptr target='http://syriaca.org/manuscript/363'></ptr>, no.<citedRange >4</citedRange></bibl>",http://syriaca.org/manuscript/874,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p14a4,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[14]/msContents/msItem[4]/note/bibl[1]
"<bibl >Add. 12,172<ptr target='http://syriaca.org/manuscript/64'></ptr>, fol.<citedRange unit='locus'>48 b</citedRange></bibl>",http://syriaca.org/manuscript/262,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,a4,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/note[1]/bibl
"<bibl >Add. 12,170<ptr target='http://syriaca.org/manuscript/56'></ptr>, fol.<citedRange unit='locus'>193</citedRange></bibl>",http://syriaca.org/manuscript/262,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,a10,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[10]/note/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 12,152</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/27</idno></altIdentifier></msIdentifier>,<biblScope ><locus from='23'>fol. 23 col. b, line 15</locus></biblScope></bibl>",http://syriaca.org/manuscript/268,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier>CDATA<biblScope ><locus from='VALUE'>CDATA</locus></biblScope></bibl>,p1a1,structure-17,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/note/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 12,152</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/27</idno></altIdentifier></msIdentifier>,<biblScope ><locus from='51b'>fol. 51 b, col. a, line 22</locus></biblScope></bibl>",http://syriaca.org/manuscript/268,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier>CDATA<biblScope ><locus from='VALUE'>CDATA</locus></biblScope></bibl>,p2a1,structure-17,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/note/bibl[1]
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 12,152</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/27</idno></altIdentifier></msIdentifier>,<biblScope ><locus from='59b'>fol. 59 b, col. b, line 9</locus></biblScope></bibl>",http://syriaca.org/manuscript/268,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier>CDATA<biblScope ><locus from='VALUE'>CDATA</locus></biblScope></bibl>,p2a1,structure-17,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/note/bibl[2]
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 12,152</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/27</idno></altIdentifier></msIdentifier>, from<biblScope ><locus from='112b' to='121a'>fol. 112 b, col. a, line 16, to fol. 121 a, col. b, line 16</locus></biblScope></bibl>",http://syriaca.org/manuscript/268,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier>CDATA<biblScope ><locus from='VALUE' to='VALUE'>CDATA</locus></biblScope></bibl>,p3a1,structure-24,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem/note/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 12,152</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/27</idno></altIdentifier></msIdentifier>,<biblScope >from<locus from='118b' to='119b'>fol. 118 b, col. a, line 17, to fol. 119 b, col. b, line 1; and from fol. 127 a, col. a, line 18, to fol. 128 b, col. b, line 6</locus></biblScope></bibl>",http://syriaca.org/manuscript/268,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier>CDATA<biblScope >CDATA<locus from='VALUE' to='VALUE'>CDATA</locus></biblScope></bibl>,p4a1,structure-25,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem/note/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 12,152</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/27</idno></altIdentifier></msIdentifier>, from<biblScope ><locus from='145a' to='148b'>fol. 145 a, col. b, line 14, to fol. 148 b, col. b, line 16</locus></biblScope></bibl>",http://syriaca.org/manuscript/268,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier>CDATA<biblScope ><locus from='VALUE' to='VALUE'>CDATA</locus></biblScope></bibl>,p5a1,structure-24,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/note/bibl
